Proximity,WordCount,TitleMatch,TfIdf,TitleSimilarity,ContentSimilarity,Score,Match
1,0.090909091,0,0.829339223,0.351932645,0.803380787,30.47619048,TRUE
1,0.016949153,1,0.343555684,1,0.803481519,70.34482759,TRUE
1,0.006622517,0,0.128026612,0.679308653,0.77134943,30.22556391,TRUE
1,0.002192982,0,0.0296561,0.657945871,0.675417185,30.10507881,FALSE
1,0.001189061,0,0.019206,0.391342282,0.539349318,30.06276151,FALSE
1,0.001128668,0,0.007872144,0.515061736,0.739300787,30.05994006,FALSE
1,4.95E-04,0,0.008246778,0.338629216,0.345339775,30.02808989,FALSE
1,2.75E-04,0,0.007244763,0.625373065,0.641746342,30.01597444,FALSE
0.848484848,0.14,1,0.65452174,1,0.731332481,66.95454545,TRUE
0.833333333,0.333333333,1,0.652062953,1,1,73.84180791,TRUE
0.833333333,0.142857143,0.666666667,0.538618269,0.95010227,0.806734264,52.59689922,TRUE
0.833333333,0.142857143,0.666666667,0.538618269,0.95010227,0.806734264,52.59689922,TRUE
0.833333333,0.117647059,0.5,0.829339223,0.904056907,0.818035841,45.90909091,TRUE
0.833333333,0.068965517,1,0.735377095,0.99999994,0.883541763,74.16666667,TRUE
0.833333333,0.068965517,1,0.735377095,0.99999994,0.883541763,74.16666667,TRUE
0.833333333,0.043478261,0,0.154130402,0.589507878,0.854168296,33.76811594,TRUE
0.833333333,0.006060606,0.5,0.054302137,0.955760658,0.709910095,53.54761905,TRUE
0.810526316,0.115384615,1,0.709375694,1,0.890072346,65.59238522,TRUE
0.810526316,0.115384615,1,0.709375694,1,0.890072346,65.59238522,TRUE
0.810526316,0.115384615,1,0.709375694,1,0.890072346,65.59238522,TRUE
0.75,0.040540541,0.5,0.354369457,0.784148633,0.874382854,43.09210526,TRUE
0.731481481,0.102941176,0.5,0.878682016,0.856682897,0.83509624,43.35384042,TRUE
0.722222222,0.016129032,0,0.077676108,0.661195815,0.706421494,32.83898305,TRUE
0.698979592,0.071428571,1,0.887868113,0.999999881,0.902988136,62.37289653,TRUE
0.669444444,0.133333333,1,0.907942414,1,0.876974761,67.7008547,TRUE
0.666666667,0.1875,0.5,0.671279466,0.839559197,0.826946676,40.73170732,TRUE
0.666666667,0.051724138,0.666666667,0.330578783,0.911403418,0.798831046,47.29166667,TRUE
0.658333333,0.088888889,0,0.3493691,0.674247384,0.794364333,26.94871795,TRUE
0.647970085,0.12962963,0.666666667,0.938904715,0.94511193,0.870781958,48.59097633,TRUE
0.644444444,0.070175439,1,0.632038377,1,0.908035696,66.3747927,TRUE
0.633333333,0.214285714,1,0.761483542,1,0.795004606,60.98529412,TRUE
0.628007777,0.105421687,1,0.802158995,0.99999994,0.903936863,62.5768881,TRUE
0.601719577,0.133333333,1,0.680422277,0.99999994,0.906818092,65.4973545,TRUE
0.600338221,0.11372549,1,0.947645251,1,0.882263601,63.57814662,TRUE
0.598809524,0.12962963,0.666666667,0.5875478,0.944259763,0.891670346,46.10982562,TRUE
0.598809524,0.12962963,0.666666667,0.5875478,0.944259763,0.891670346,46.10982562,TRUE
0.598809524,0.12962963,0.666666667,0.5875478,0.944259763,0.891670346,46.10982562,TRUE
0.592798046,0.028911565,1,0.801490305,1,0.717801392,59.03088515,TRUE
0.583406331,0.098795181,0.5,0.572733358,0.908668876,0.911051273,42.70853915,TRUE
0.583333333,0.136363636,0.5,0.164791153,0.866244376,0.858107805,38.21428571,TRUE
0.582767722,0.14,0.666666667,0.737193016,0.902285576,0.81846118,48.52469834,TRUE
0.580380037,0.033175355,0.4,0.689944755,0.906095386,0.790554285,34.69974466,TRUE
0.580380037,0.033175355,0.4,0.689944755,0.906095386,0.790554285,34.69974466,TRUE
0.5794871,0.096050269,1,0.942248918,1,0.838631868,62.16139871,TRUE
0.5794871,0.096050269,1,0.942248918,1,0.838631868,62.16139871,TRUE
0.578700542,0.095744681,0.666666667,0.861971565,0.926376939,0.821885347,48.42686827,TRUE
0.577926445,0.093663912,0.666666667,0.861971565,0.926376939,0.821885347,48.27224245,TRUE
0.573252673,0.086206897,1,0.993352129,1,0.860570967,64.66421098,TRUE
0.571430409,0.094409283,0.5,0.585614506,0.908668876,0.907598436,42.19465262,TRUE
0.568737434,0.1,1,0.947645251,1,0.877711773,60.79982795,TRUE
0.566158841,0.118556701,1,0.744989101,1,0.865965307,60.23948222,TRUE
0.563769564,0.097014925,1,0.926474549,1,0.858776212,59.05594406,TRUE
0.562241462,0.051282051,0.333333333,0.619157551,0.879965246,0.908483624,31.75230134,TRUE
0.561952862,0.138888889,1,0.313319976,0.794007123,0.846110344,63.26551605,TRUE
0.561952862,0.138888889,1,0.313319976,0.794007123,0.846110344,63.26551605,TRUE
0.55500027,0.105536332,1,0.91045595,1,0.877537012,61.17971106,TRUE
0.554604192,0.088235294,1,0.724404262,1,0.870626211,65.63900683,TRUE
0.554604192,0.088235294,1,0.724404262,1,0.870626211,65.63900683,TRUE
0.554604192,0.088235294,1,0.724404262,1,0.870626211,65.63900683,TRUE
0.553790521,0.029107374,0.666666667,0.948054328,0.953789115,0.843187571,44.80065258,TRUE
0.552647221,0.105769231,0.5,0.786148075,0.906687438,0.749980152,39.59311525,TRUE
0.550595238,0.040983607,0.166666667,0.790305102,0.724928975,0.827983677,24.03679654,FALSE
0.549107143,0.075757576,0.666666667,0.392927759,0.865733504,0.836628199,44.15339447,TRUE
0.549107143,0.075757576,0.666666667,0.785855518,0.941615045,0.884946227,44.15339447,TRUE
0.548799603,0.119883041,0.666666667,0.996574673,0.915160716,0.859691381,47.43135406,TRUE
0.548799603,0.119883041,0.666666667,0.996574673,0.915160716,0.859691381,47.43135406,TRUE
0.544114616,0.083333333,0.6,0.463057571,0.948693156,0.88714093,46.9566376,TRUE
0.542413975,0.110416667,1,0.885795998,1,0.861078918,61.9849941,TRUE
0.542413975,0.110416667,1,0.885795998,1,0.861078918,61.9849941,TRUE
0.541260332,0.068181818,1,0.695358062,1,0.859526515,65.01364923,TRUE
0.541260332,0.068181818,1,0.695358062,1,0.859526515,65.01364923,TRUE
0.541260332,0.068181818,1,0.695358062,1,0.859526515,65.01364923,TRUE
0.54023456,0.009581882,1,0.137814773,1,0.723075211,56.68599182,TRUE
0.539920635,0.128654971,0.6,0.900014371,0.918923855,0.889206052,48.15496493,TRUE
0.539920635,0.128654971,0.6,0.900014371,0.918923855,0.889206052,48.15496493,TRUE
0.538934105,0.108433735,1,0.894348869,1,0.836047471,58.89529588,TRUE
0.538789683,0.137096774,1,0.747018275,1,0.923032701,59.04504641,TRUE
0.53684479,0.011686144,0.666666667,0.695597342,0.97279042,0.804368198,43.36024565,TRUE
0.53619281,0.023178808,1,0.172552451,0.926204324,0.764193952,56.875258,TRUE
0.53619281,0.023178808,1,0.172552451,0.926204324,0.764193952,56.875258,TRUE
0.533333333,0.133333333,0.5,0.596630806,0.759514928,0.822725415,36.92307692,TRUE
0.533333333,0.133333333,0.5,0.596630806,0.759514928,0.822725415,36.92307692,TRUE
0.533110368,0.045454545,0.285714286,0.783584845,0.798908651,0.812503159,28.51563247,TRUE
0.530352824,0.002491694,0.4,0.08545101,0.88460511,0.659992397,32.05807388,TRUE
0.53034225,0.087319244,1,0.927297208,1,0.866833925,60.5552379,TRUE
0.52970825,0.097852761,0.5,0.908831753,0.917534411,0.890448987,41.37548818,TRUE
0.52970825,0.097852761,0.5,0.908831753,0.917534411,0.890448987,41.37548818,TRUE
0.52970825,0.097852761,0.5,0.908831753,0.917534411,0.890448987,41.37548818,TRUE
0.527956447,0.053921569,1,0.770859933,1,0.839428246,58.56221472,TRUE
0.527218095,0.094451783,0.666666667,0.907052114,0.945674241,0.872598469,47.7502445,TRUE
0.526124339,0.036363636,0,0.228364537,0.680993497,0.820070207,21.7508559,TRUE
0.523215328,0.054098361,0.5,0.813507479,0.843337059,0.900176823,38.0536027,TRUE
0.52173913,0.021428571,0,0.107631616,0.50486207,0.798470974,16.1386604,TRUE
0.519066333,0.075471698,1,0.728862921,1,0.878877044,62.19122476,TRUE
0.517874012,0.095238095,0.5,0.84337769,0.906687438,0.745129287,38.52377223,TRUE
0.517874012,0.095238095,0.5,0.84337769,0.906687438,0.745129287,38.52377223,TRUE
0.515370558,0.059440559,0.285714286,0.718213774,0.881102741,0.872245193,28.86643235,TRUE
0.514661876,0.032119914,1,0.796080841,0.99999994,0.845993102,56.98624802,TRUE
0.513888889,0.166666667,1,0.839351353,1,0.875665307,56.96078431,TRUE
0.510426849,0.024242424,0,0.307077708,0.622379243,0.870514512,20.8876622,TRUE
0.508333333,0.017857143,0,0.149142012,0.704172671,0.785987973,15.70226131,TRUE
0.508333333,0.017857143,0,0.149142012,0.704172671,0.785987973,15.70226131,TRUE
0.507322978,0.063622754,0.285714286,0.794625895,0.88301909,0.897278666,29.90496575,TRUE
0.505930308,0.055555556,0.666666667,0.834385199,0.950631082,0.915943503,44.4884608,TRUE
0.505693159,0.071721311,1,0.628459449,1,0.88467747,64.97138204,TRUE
0.504691734,0.077777778,1,0.957124194,0.999999881,0.884635687,57.66075203,TRUE
0.500952126,0.099260824,1,0.964886168,0.99999994,0.898563743,60.33929824,TRUE
0.5,0.026315789,0,0.075970241,0.58481437,0.572292924,15.39215686,TRUE
0.498260433,0.103125,0.4,0.853028423,0.875345647,0.762430787,34.547813,TRUE
0.498260433,0.103125,0.4,0.853028423,0.875345647,0.762430787,34.547813,TRUE
0.498260433,0.103125,0.4,0.853028423,0.875345647,0.762430787,34.547813,TRUE
0.495424553,0.104477612,0.75,0.715820986,0.956861317,0.869924784,53.19047608,TRUE
0.494698401,0.059024808,1,0.875239167,1,0.857283115,58.06525109,TRUE
0.494186277,0.073170732,1,0.730625453,1,0.928486526,63.37856218,TRUE
0.494186277,0.073170732,1,0.730625453,1,0.928486526,63.37856218,TRUE
0.494016569,0.055825243,0.666666667,0.914664186,0.950631082,0.898582935,44.10575955,TRUE
0.493808651,0.075342466,0.666666667,0.538405748,0.954375148,0.90983367,43.23624534,TRUE
0.493765257,0.058219178,1,0.954634204,0.99999994,0.85665524,57.90074781,TRUE
0.492171701,0.073041169,1,0.72812784,1,0.916884661,63.25250824,TRUE
0.490907865,0.047692308,0,0.700314953,0.782994747,0.913294494,16.8408723,TRUE
0.490732054,0.13028169,1,0.743221522,1,0.881322324,60.28587139,TRUE
0.490732054,0.13028169,1,0.743221522,1,0.881322324,60.28587139,TRUE
0.48728021,0.078125,1,0.854559423,1,0.887459755,56.29438394,TRUE
0.48728021,0.078125,1,0.854559423,1,0.887459755,56.29438394,TRUE
0.486201888,0.042016807,0.5,0.580703693,0.812062025,0.8492136,35.86810793,TRUE
0.483166163,0.05808656,0.666666667,0.744032248,0.989790916,0.884208977,43.92338441,TRUE
0.481472892,0.059748428,0.666666667,0.927370897,0.92730242,0.862724781,43.1911454,TRUE
0.481306049,0.137755102,1,0.848224856,0.99999994,0.872228742,58.24199838,TRUE
0.480707274,0.055675676,1,0.947056967,0.99999994,0.85665524,57.39237205,TRUE
0.478869178,0.092465753,1,0.725848557,1,0.861609817,58.76028872,TRUE
0.476653068,0.112195122,1,0.676936064,1,0.896217883,63.3786227,TRUE
0.476596925,0.089424572,1,0.752339489,1,0.892103255,58.84935894,TRUE
0.476369657,0.090909091,0.666666667,0.966756583,0.967055798,0.946091056,45.34551149,TRUE
0.473079076,0.065217391,1,0.454719862,1,0.876830161,61.94073232,TRUE
0.473079076,0.065217391,1,0.454719862,1,0.876830161,61.94073232,TRUE
0.472207452,0.042328042,0,0.676205353,0.704952002,0.895595968,20.46724544,TRUE
0.468460194,0.07195301,1,0.726345028,1,0.89874512,61.60390482,TRUE
0.468460194,0.07195301,1,0.726345028,1,0.89874512,61.60390482,TRUE
0.468335004,0.119047619,1,0.675430076,1,0.886862874,56.57814002,TRUE
0.466285107,0.009677419,1,0.213265641,1,0.676311314,54.45407046,TRUE
0.464859149,0.007170795,0,0.175541921,0.655676723,0.671515346,14.31992414,FALSE
0.464777058,0.116666667,1,0.582620163,0.855500579,0.8831653,62.36324347,TRUE
0.462863687,0.084572491,1,0.766577131,1,0.880242944,58.06661506,TRUE
0.45901614,0.05027933,1,0.939512173,1,0.83261764,56.49546318,TRUE
0.458643171,0.098072562,1,0.919246025,0.99999994,0.884977698,58.96491197,TRUE
0.454197588,0.131578947,0.666666667,0.781431382,0.926209509,0.859986961,42.90887338,TRUE
0.454103401,0.00848564,0.666666667,0.182628134,0.960354626,0.616287589,40.73244748,TRUE
0.453331748,0.084615385,0.75,0.597187404,0.931179166,0.92201215,52.6960941,TRUE
0.452673702,0.082037997,1,0.84489664,1,0.925928056,61.89936323,TRUE
0.452493377,0.083333333,0.8,0.67041444,0.979680002,0.929091871,53.62843572,TRUE
0.452493377,0.083333333,0.8,0.67041444,0.979680002,0.929091871,53.62843572,TRUE
0.452493377,0.083333333,0.8,0.67041444,0.979680002,0.929091871,53.62843572,TRUE
0.452436811,0.005042017,0,0.020737952,0.604229569,0.596758962,13.82662544,TRUE
0.452436811,0.005025126,0,0.020737952,0.604229569,0.596758962,13.8259133,TRUE
0.449475221,0.032321254,0.5,0.582449649,0.886910498,0.836054623,35.22721438,TRUE
0.448750355,0.098765432,1,0.61201127,1,0.793875873,55.91149024,TRUE
0.448080762,0.029430582,1,0.640479815,0.99999994,0.851227939,55.0872381,TRUE
0.447859421,0.044619423,0.5,0.257842932,0.871645987,0.808825254,35.49223425,TRUE
0.447859421,0.044619423,0.5,0.257842932,0.871645987,0.808825254,35.49223425,TRUE
0.447562473,0.0236822,1,0.508064831,0.999999881,0.824596882,59.20867868,TRUE
0.447471169,0.023134328,1,0.494694703,0.999999881,0.824596882,59.17719729,TRUE
0.445855615,0.083333333,0.666666667,0.730917382,0.922745168,0.727416933,41.2343881,TRUE
0.444892421,0.046142209,1,0.576672417,1,0.832561731,55.70502004,TRUE
0.444737298,0.045933735,1,0.576672417,1,0.832561731,55.69128454,TRUE
0.440897473,0.05893186,1,0.690920498,1,0.890438557,60.55383205,TRUE
0.440680691,0.068484848,1,0.965930268,1,0.851363778,56.82680372,TRUE
0.440082294,0.048888889,1,0.610639691,1,0.874147236,58.76118648,TRUE
0.439259256,0.061002179,1,0.584746353,1,0.858444631,59.65992247,TRUE
0.434203973,0.017432647,1,0.465030794,1,0.704461515,53.91083769,TRUE
0.43256013,0.081944444,1,0.933248932,0.99999994,0.836301327,56.70311968,TRUE
0.432547124,0.114583333,1,0.779234945,1,0.910412371,57.276088,TRUE
0.432547124,0.114583333,1,0.779234945,1,0.910412371,57.276088,TRUE
0.432547124,0.114583333,1,0.779234945,1,0.910412371,57.276088,TRUE
0.431401003,0.06345733,1,0.69278648,0.99999994,0.899205029,55.98398812,TRUE
0.430027617,0.074324324,1,0.60693869,0.924416482,0.84509027,56.11250734,TRUE
0.430024466,0.09375,1,0.53954789,1,0.877849102,58.42546843,TRUE
0.429491485,0.072463768,0.75,0.538925499,0.966229379,0.840697825,47.90429707,TRUE
0.42939614,0.072580645,1,0.60673572,1,0.911895931,60.24748383,TRUE
0.428767247,0.081009296,1,0.705716226,1,0.919646323,61.10530899,TRUE
0.428611871,0.057065217,0.333333333,0.713996951,0.728041708,0.827249289,28.29871287,TRUE
0.428611871,0.057065217,0.333333333,0.713996951,0.728041708,0.827249289,28.29871287,TRUE
0.428086482,0.096153846,1,0.902293003,0.99999994,0.919012904,57.4738123,TRUE
0.426080247,0.111111111,0.333333333,0.401447793,0.785851896,0.916554153,31.52762235,TRUE
0.426080247,0.111111111,0.333333333,0.401447793,0.785851896,0.916554153,31.52762235,TRUE
0.425324675,0.103448276,0.666666667,0.556227793,0.948639095,0.840995967,44.92965368,TRUE
0.425324675,0.103448276,0.666666667,0.556227793,0.948639095,0.840995967,44.92965368,TRUE
0.425170068,0.060606061,0.4,0.667488695,0.854855597,0.744258106,30.08106889,TRUE
0.425170068,0.060606061,0.4,0.667488695,0.854855597,0.744258106,30.08106889,TRUE
0.42032483,0.026121696,0.666666667,0.258240655,0.935771644,0.78360939,40.74024625,TRUE
0.420138889,0.1,0.5,0.655721961,0.895852327,0.853547096,33.67559524,TRUE
0.419855226,0.015318627,0.4,0.598323799,0.892703414,0.707588792,29.40124216,TRUE
0.419057972,0.076600838,1,0.737640521,1,0.922457278,60.5718427,TRUE
0.414279034,0.026785714,1,0.079704236,0.937809944,0.832247853,59.16887231,TRUE
0.413933452,0.026058632,1,0.610946278,0.916023433,0.893553257,53.55544432,TRUE
0.412359615,0.063405797,1,0.650885701,1,0.870487511,58.83552172,TRUE
0.411838533,0.106,1,0.972436971,1,0.89636296,56.71132039,TRUE
0.411215768,0.04494382,1,0.213694299,0.875001609,0.830167711,53.51294364,TRUE
0.411111111,0.107142857,0.666666667,0.539268226,0.901258469,0.740357935,40.25874126,TRUE
0.411111111,0.107142857,0.666666667,0.539268226,0.901258469,0.740357935,40.25874126,TRUE
0.411111111,0.107142857,0.666666667,0.539268226,0.901258469,0.740357935,40.25874126,TRUE
0.408260743,0.057142857,1,0.372476218,1,0.618625879,58.21278267,TRUE
0.406391013,0.01054339,1,0.202652058,0.943625629,0.664153218,52.77036541,TRUE
0.404364687,0.024691358,0.666666667,0.259741013,0.935771644,0.783609331,40.18927834,TRUE
0.404364687,0.024691358,0.666666667,0.259741013,0.935771644,0.783609331,40.18927834,TRUE
0.404364687,0.024691358,0.666666667,0.259741013,0.935771644,0.783609331,40.18927834,TRUE
0.402220042,0.098214286,1,0.863545093,1,0.814376891,56.45684517,TRUE
0.398943585,0.035,1,0.344315592,1,0.789221287,58.58882496,TRUE
0.397675057,0.055970149,1,0.764641782,0.99999994,0.885569215,53.73748064,TRUE
0.397675057,0.055970149,1,0.764641782,0.99999994,0.885569215,53.73748064,TRUE
0.394943792,0.081550802,0.666666667,0.749804135,0.905756116,0.790249884,42.25731172,TRUE
0.392446501,0.125,1,0.663229406,0.905390322,0.891852558,54.45495927,TRUE
0.391723356,0.088888889,1,0.670849287,1,0.931068778,53.25170068,TRUE
0.391076966,0.077981651,1,0.558171337,0.99999994,0.771031618,55.59594533,TRUE
0.391046288,0.068965517,0.75,0.718749097,0.977460742,0.91992557,47.7197736,TRUE
0.390942939,0.032986111,0.25,0.735650104,0.809205055,0.80557549,23.14268024,TRUE
0.390804903,0.033216783,0.25,0.735650104,0.809205055,0.80557549,23.14559348,TRUE
0.389445771,0.079393939,1,0.733387405,1,0.930280149,59.51768048,TRUE
0.389445771,0.079393939,1,0.733387405,1,0.930280149,59.51768048,TRUE
0.389230508,0.05380117,1,0.691682436,1,0.859257519,58.25535171,TRUE
0.385146878,0.076723691,1,0.646396305,0.947043896,0.89209938,59.31088832,TRUE
0.383509083,0.063432836,1,0.681145712,1,0.916833758,58.65900764,TRUE
0.382826602,0.108333333,0.666666667,0.461207642,0.907889485,0.872870624,45.23869132,TRUE
0.382826602,0.108333333,0.666666667,0.461207642,0.907889485,0.872870624,45.23869132,TRUE
0.377259436,0.1,1,0.760334973,1,0.839684844,53.37492595,TRUE
0.375,0.15,0.333333333,0.299940215,0.781719744,0.854503036,25.30333333,TRUE
0.374536167,0.093585699,1,0.649204159,1,0.910271764,59.10181707,TRUE
0.374207462,0.099415205,1,0.54178249,1,0.867758512,56.94504267,TRUE
0.373876439,0.06504065,1,0.642534059,1,0.898923755,55.9806986,TRUE
0.373367914,0.08411215,0.666666667,0.373643573,0.880442083,0.85127151,40.30013653,TRUE
0.372265143,0.07654321,0.6,0.824115629,0.940832078,0.828319967,42.11138495,TRUE
0.372265143,0.07654321,0.6,0.824115629,0.940832078,0.828319967,42.11138495,TRUE
0.371707375,0.059259259,1,0.642534059,1,0.885029078,55.86829502,TRUE
0.371635611,0.031746032,1,0.598487731,1,0.771392107,51.82322563,TRUE
0.371297155,0.065315315,0.666666667,0.720042273,0.949377298,0.801954627,40.3871837,TRUE
0.37102804,0.042352941,0.5,0.660179094,0.909977019,0.917639971,33.13084121,TRUE
0.369284918,0.085714286,0.5,0.572995419,0.805553854,0.783029497,33.02449348,TRUE
0.366189534,0.071296296,1,0.881303655,0.909874976,0.914338052,57.88968662,TRUE
0.366129522,0.039285714,0.25,0.413312546,0.842274904,0.862104893,27.36772037,TRUE
0.365327272,0.045546559,1,0.652315393,1,0.933795273,58.65647601,TRUE
0.363152961,0.093567251,0.428571429,0.665199821,0.89269644,0.91336596,33.52944071,TRUE
0.362954804,0.060441549,1,0.707606604,1,0.885899484,57.7421304,TRUE
0.36195077,0.05,0.666666667,0.553282223,0.921616435,0.885792732,39.49533902,TRUE
0.361548527,0.089285714,0.333333333,0.759667763,0.767620385,0.836025417,26.44109569,TRUE
0.359747401,0.097014925,1,0.603132606,0.979306638,0.924487233,58.33149019,TRUE
0.358952159,0.114420063,1,0.685030141,1,0.868385017,55.81464771,TRUE
0.35728012,0.076544944,1,0.542371434,0.999999881,0.843748212,54.67245437,TRUE
0.357133266,0.044303797,0.285714286,0.411461972,0.89312166,0.865848303,23.68103093,TRUE
0.356196775,0.10952381,0.75,0.677449511,0.959263802,0.894754112,46.73435749,TRUE
0.35255259,0.033333333,0.090909091,0.644484473,0.767393827,0.894661963,18.6686998,TRUE
0.352147436,0.064257028,0.5,0.800209969,0.911300957,0.928423643,36.9494321,TRUE
0.351830887,0.05,1,0.418025881,1,0.916481078,57.71807125,TRUE
0.351830887,0.05,1,0.418025881,1,0.916481078,57.71807125,TRUE
0.348801974,0.036414566,0,0.474796546,0.621031702,0.881416559,15.06319007,TRUE
0.348209216,0.030753968,0,0.50917269,0.704306722,0.917529523,11.94869974,TRUE
0.346934163,0.048780488,1,0.499078329,0.99999994,0.890574515,56.38126812,TRUE
0.346861472,0.032786885,0.5,0.439679589,0.924877703,0.806872666,31.08766234,TRUE
0.346731909,0.071875,0.2,0.639617438,0.766616523,0.673495591,20.91104819,FALSE
0.34639039,0.01050885,0.8,0.172972072,0.987571359,0.831403613,48.09021304,TRUE
0.345653008,0.076530612,1,0.637536322,0.962052822,0.856752932,56.92633658,TRUE
0.343330041,0.020252561,0.75,0.158519191,0.958658457,0.699564338,44.85605501,TRUE
0.343019398,0.072,1,0.679864904,0.99999994,0.752393663,59.32375462,TRUE
0.343019398,0.072,1,0.679864904,0.99999994,0.752393663,59.32375462,TRUE
0.343019398,0.072,1,0.679864904,0.99999994,0.752393663,59.32375462,TRUE
0.343019398,0.072,1,0.679864904,0.99999994,0.752393663,59.32375462,TRUE
0.337791287,0.057065217,1,0.487575563,1,0.879232585,57.61748773,TRUE
0.335465073,0.004444444,0,0.082599816,0.703328073,0.787348688,13.65894625,TRUE
0.334568287,0.083333333,0.4,0.4939896,0.89098227,0.819320261,29.72725363,TRUE
0.334231526,0.029436153,1,0.759519621,1,0.885420978,54.91441884,TRUE
0.333710713,0.003968254,0.666666667,0.072155757,0.922583163,0.726344526,36.89784148,TRUE
0.332873213,0.055201699,0.5,0.553115637,0.876331449,0.870771229,35.73917095,TRUE
0.331940099,0.01175657,0.6,0.109168636,0.974663794,0.825083077,37.8471182,TRUE
0.330527683,0.071428571,0.333333333,0.66089594,0.862127662,0.866669178,25.05820906,TRUE
0.330527683,0.071428571,0.333333333,0.66089594,0.862127662,0.866669178,25.05820906,TRUE
0.329921988,0.0859375,0.5,0.527012678,0.908379018,0.901402712,35.96893843,TRUE
0.328749951,0.058823529,0.75,0.661919963,0.953568041,0.72013998,45.33542852,TRUE
0.328659715,0.075064711,1,0.964553225,1,0.919228971,54.15079022,TRUE
0.328360363,0.064971751,0.75,0.682674645,0.95200783,0.693949938,45.75549715,TRUE
0.328004657,0.102615694,1,0.822550192,0.99999994,0.943454206,54.84013971,TRUE
0.325782568,0.024054983,0.75,0.16660355,0.891781271,0.818032265,43.69168007,TRUE
0.325635125,0.04180791,0,0.558238296,0.825075388,0.929174483,14.83028304,TRUE
0.325243356,0.061579652,0.5,0.856666882,0.895977974,0.901030123,32.95915683,TRUE
0.324418797,0.0625,0.4,0.58024193,0.903686285,0.872837663,28.23976851,TRUE
0.323727001,0.072115385,1,0.602452742,1,0.901427627,57.05848996,TRUE
0.323117236,0.026666667,0.5,0.747110385,0.892391384,0.742762208,30.75234062,TRUE
0.323117236,0.026666667,0.5,0.747110385,0.892391384,0.742762208,30.75234062,TRUE
0.321428571,0.017045455,0,0.172333744,0.643532336,0.678339899,10.0862069,FALSE
0.321214561,0.038647343,0,0.373331732,0.586432457,0.844796717,13.71814766,TRUE
0.321214561,0.038647343,0,0.373331732,0.586432457,0.844796717,13.71814766,TRUE
0.321214561,0.038647343,0,0.373331732,0.586432457,0.844796717,13.71814766,TRUE
0.320425357,0.033123028,0,0.299205662,0.692273796,0.872591734,11.07109405,TRUE
0.320038074,0.045557059,1,0.618637889,0.971687555,0.82041657,55.16686255,TRUE
0.319756402,0.073898724,1,0.974830432,1,0.917092919,53.82618262,TRUE
0.319756402,0.073898724,1,0.974830432,1,0.917092919,53.82618262,TRUE
0.318649933,0.050793651,1,0.493890743,0.999999881,0.939315498,54.20054279,TRUE
0.318557714,0.046511628,0.5,0.351194261,0.920824289,0.793405294,31.48702632,TRUE
0.318481178,0.044444444,0,0.63012222,0.624127746,0.850737751,10.99443533,TRUE
0.317949626,0.046153846,0.5,0.351194261,0.920824289,0.793405294,31.45848878,TRUE
0.317679704,0.00462963,0,0.20407474,0.593378067,0.605741024,9.759398754,FALSE
0.317318763,0.039295393,1,0.550845679,1,0.867388844,54.29939871,TRUE
0.316873104,0.028634361,0.5,0.686292123,0.902927935,0.7202034,30.64654401,TRUE
0.316381245,0.053529412,1,0.899341891,1,0.876356602,52.32045289,TRUE
0.31597842,0.045501285,1,0.423257333,0.824824154,0.915618777,57.5454636,TRUE
