Proximity,WordCount,TfIdf,TitleMatch,TitleSimilarity,ContentSimilarity,Score,Phrase,Link,Match
0.0,0.02145922746781116,0.690343331015509,0.0,0.7351911067962646,0.5664033889770508,1.0327022375215147,Documentation,https://docs.gitlab.com/ee/,true
0.0,0.0030165912518853697,0.053572768827021076,0.0,0.8201805949211121,0.6982080936431885,0.15424164524421594,Creator documentation,https://docs.gitlab.com/ee/user/index.html,true
0.0037620805813389038,0.0012195121951219512,0.08864588480151728,0.0,0.8359737992286682,0.7170160412788391,0.17741142985009642,admin guide,https://docs.gitlab.com/ee/administration/index.html,true
0.0,0.0,0.0,0.0,0.7124237418174744,0.7691891193389893,0.0,download/install,https://docs.gitlab.com/ee/install/index.html,true
0.0162437465555486,0.002226179875333927,0.13012099608864633,0.0,0.7247635722160339,0.7768577337265015,0.5850726567921858,mandatory software and hardware,https://docs.gitlab.com/ee/install/requirements.html,true
0.0,0.003194888178913738,0.058073605739157604,0.0,0.8363542556762695,0.7335618734359741,0.17857142857142855,download/install Omnibus,https://docs.gitlab.com/ee/install/installation.html,true
0.490907864613827,0.047692307692307694,0.7003149532308637,0.0,0.7829947471618652,0.9132944941520691,16.840872302051174,memory killer,https://docs.gitlab.com/ee/administration/operations/sidekiq_memory_killer.html,true
0.016712069780538484,0.006923837784371909,0.08227230468336318,0.0,0.668087363243103,0.8152866959571838,0.6092001506907119,backup.tar file,https://docs.gitlab.com/ee/raketasks/backup_restore.html,true
0.04257059944316407,0.009653465346534653,0.4447620263396954,0.0,0.7743145227432251,0.8844173550605774,1.4258807429503286,store consolidated,https://docs.gitlab.com/ee/administration/object_storage.html,true
0.5217391304347826,0.02142857142857143,0.10763161601120172,0.0,0.5048620700836182,0.7984709739685059,15.926309604799302,storage server,https://docs.gitlab.com/charts/advanced/external-object-storage/minio.html,true
1.0,0.006622516556291391,0.07610177551827346,0.0,0.6793086528778076,0.6882370114326477,30.22556390977444,an acceleration technique,https://docs.gitlab.com/ee/development/uploads.html#direct-upload,true
0.24924771576944102,0.010471204188481674,0.1436068517067777,1.0,0.9999999403953552,0.7765159606933594,50.452806015083475,File Storage in GitLab,https://docs.gitlab.com/ee/development/file_storage.html,true
0.2916797365362537,0.041474654377880185,0.9189248321938722,0.3333333333333333,0.8103994727134705,0.8532193899154663,21.86621199031478,Hashed Storage,https://docs.gitlab.com/ee/administration/repository_storage_types.html,true
0.0,0.0751269035532995,1.0,0.5,0.845344603061676,0.8551681041717529,24.258992805755398,Gitaly,https://docs.gitlab.com/ee/administration/gitaly/index.html,true
0.0,0.04862023653088042,0.9943747888697829,1.0,1.0,0.8112229704856873,42.534246575342465,repositories,https://docs.gitlab.com/ee/user/project/repository/index.html,true
0.0,0.04814814814814815,1.0,0.3333333333333333,0.8206708431243896,0.8410876989364624,15.71501272264631,project,https://docs.gitlab.com/ee/user/project/index.html,true
0.09092569566803911,0.01990049751243781,0.25784345043567886,0.0,0.7330744862556458,0.9050213098526001,4.227424516930424,publicly  internally  or privately,https://docs.gitlab.com/ee/public_access/public_access.html,true
0.0,0.0036883356385431073,0.17831358500027664,0.0,0.751916766166687,0.8009345531463623,0.21015761821366022,Owners,https://docs.gitlab.com/ee/user/permissions.html,true
0.42608024691358026,0.1111111111111111,0.17795803637895016,0.3333333333333333,0.7858518958091736,0.679706335067749,30.70872306483818,public and internal projects,https://docs.gitlab.com/ee/api/projects.html#project-visibility-level,true
0.5988095238095238,0.12962962962962962,0.19810326162896635,0.6666666666666666,0.944259762763977,0.6339933276176453,46.109825620389,access level,https://docs.gitlab.com/ee/api/members.html#valid-access-levels,true
0.38282660150307196,0.10833333333333334,0.1446620115802127,0.6666666666666666,0.9078894853591919,0.7897952198982239,44.64344538208402,URL-encoded path of the project or group,https://docs.gitlab.com/ee/api/index.html#namespaced-path-encoding,true
0.23981506808594844,0.012441679626749611,0.35928029686063684,1.0,1.0,0.7227081060409546,42.806120544906555,REST API resources,https://docs.gitlab.com/ee/api/api_resources.html,true
0.4111111111111111,0.10714285714285714,0.5392682259428507,0.6666666666666666,0.9012584686279297,0.7403579354286194,40.25874125874126,V3 to V4,https://docs.gitlab.com/ee/api/v3_to_v4.html,true
0.45249337672131784,0.08333333333333333,0.5443630749840427,0.8,0.9796800017356873,0.777820348739624,52.235489336389364,deploy keys for multiple projects,https://docs.gitlab.com/ee/api/deploy_keys.html#adding-deploy-keys-to-multiple-projects,true
0.4982604333317648,0.103125,0.853028422838372,0.4,0.8753456473350525,0.7624307870864868,34.547812999952946,Access requests,https://docs.gitlab.com/ee/api/access_requests.html,true
0.5178740119529592,0.09523809523809523,0.8433776900810259,0.5,0.9066874384880066,0.7451292872428894,38.52377222580869,Access tokens,https://docs.gitlab.com/ee/api/resource_access_tokens.html,true
0.3894457713692921,0.07939393939393939,0.7333874047044353,1.0,1.0,0.9302801489830017,59.517680478831835,project access tokens,https://docs.gitlab.com/ee/user/project/settings/project_access_tokens.html,true
0.0,0.0392156862745098,0.18490222448710733,0.0,0.7354282140731812,0.8315979242324829,0.7228915662650603,user self-enrollment,https://docs.gitlab.com/ee/user/admin_area/settings/sign_up_restrictions.html#disable-new-sign-ups,true
0.0,0.1346153846153846,0.37203046792952515,0.25,0.8017993569374084,0.5965055227279663,12.51497005988024,approved,https://docs.gitlab.com/ee/user/admin_area/moderate_users.html#approve-or-reject-a-user-sign-up,true
0.0,0.04,0.343166917530237,0.0,0.7826676368713379,0.8252880573272705,0.9473684210526316,seat,https://docs.gitlab.com/ee/subscriptions/self_managed/index.html#billable-users,true
0.8105263157894737,0.11538461538461539,0.5878466794127544,1.0,1.0,0.7927613258361816,65.59238521836505,Customers Portal,https://docs.gitlab.com/ee/subscriptions/index.html#customers-portal,true
0.40437230529655654,0.024971623155505107,0.2597410129930764,0.6666666666666666,0.935771644115448,0.7836093306541443,40.204335559180834,GitLab SaaS,https://docs.gitlab.com/ee/subscriptions/gitlab_com/index.html,true
0.0,0.11869328493647913,1.0,1.0,1.0,0.8300833106040955,46.83623693379791,group,https://docs.gitlab.com/ee/user/group/index.html,true
0.0,0.05844155844155844,1.0,1.0,1.0,0.8728590607643127,42.95485636114911,subgroups,https://docs.gitlab.com/ee/user/group/subgroups/index.html,true
0.3212145610696336,0.03864734299516908,0.2032918712646433,0.0,0.5864324569702148,0.7121205925941467,13.71814766017665,public  internal  or private,https://docs.gitlab.com/ee/development/permissions.html#general-permissions,true
0.49073205385655017,0.13028169014084506,0.7432215224535411,1.0,1.0,0.8813223242759705,60.2858713901326,Confidential issues,https://docs.gitlab.com/ee/user/project/issues/confidential_issues.html,true
0.0,0.21374045801526717,1.0,1.0,1.0,0.87021803855896,46.82926829268293,issues,https://docs.gitlab.com/ee/user/project/issues/index.html,true
0.0,0.13918017159199236,1.0,1.0,1.0,0.8482337594032288,47.52577319587629,labels,https://docs.gitlab.com/ee/user/project/labels.html,true
0.31833510085040106,0.07295016077170419,0.9652894169598698,1.0,1.0,0.9170929193496704,53.73368729366417,issue boards,https://docs.gitlab.com/ee/user/project/issue_board.html,true
0.0,0.171875,1.0,1.0,1.0,0.9173557758331299,46.44951140065147,epics,https://docs.gitlab.com/ee/user/group/epics/index.html,true
0.27858995983712653,0.08333333333333333,0.29105674085859634,1.0,1.0,0.8536021113395691,48.222268598845986,Multi-level child epics,https://docs.gitlab.com/ee/user/group/epics/manage_epics.html#multi-level-child-epics,true
0.0,0.05274725274725275,1.0,1.0,1.0,0.8623613715171814,42.526315789473685,roadmap,https://docs.gitlab.com/ee/user/group/roadmap/index.html,true
0.13125178621081207,0.003125207793071348,0.02401994536762829,0.3333333333333333,0.8700352311134338,0.5574442148208618,15.298950092982972,deployed behind a feature flag,https://docs.gitlab.com/ee/user/feature_flags.html,true
0.52970824960119,0.09785276073619632,0.9088317532182033,0.5,0.9175344109535217,0.8904489874839783,41.37548817571478,feature flags,https://docs.gitlab.com/ee/development/feature_flags/index.html,true
0.1048170047375852,0.03698224852071006,0.3905058039525084,1.0,0.8731938004493713,0.8886105418205261,46.739107277906285,feature flags offered as part of the product,https://docs.gitlab.com/ee/operations/feature_flags.html,true
0.3430193977082113,0.072,0.6798649037800871,1.0,0.9999999403953552,0.7523936629295349,57.782877876044715,Feature Flag User List API,https://docs.gitlab.com/ee/api/feature_flag_user_lists.html,true
0.2467012870103406,0.07231638418079095,0.5656073439300195,1.0,1.0,0.7598754167556763,50.95192567300559,Feature Flags API,https://docs.gitlab.com/ee/api/feature_flags.html,true
0.5546041921041921,0.08823529411764706,0.7244042620882098,1.0,1.0,0.8706262111663818,63.93409755828586,Feature Flag Specs API,https://docs.gitlab.com/ee/api/feature_flag_specs.html,true
0.5412603316112088,0.06818181818181818,0.6953580622761211,1.0,1.0,0.859526515007019,63.32498301533155,Legacy Feature Flags API,https://docs.gitlab.com/ee/api/feature_flags_legacy.html,true
0.4325471244381892,0.11458333333333333,0.7792349448691267,1.0,1.0,0.9104123711585999,46.19039354858601,linked issues,https://docs.gitlab.com/ee/user/project/issues/related_issues.html,true
